CNO;CNUM;TYP;FABR;MIET;MASS;FARB;ANO;BEME;LNM;BJ;BDAT;ZDAT;RNUM;RBET;WERT;FAKT;KOST;LIEF;MDA;MDE;ABHO;KONT;Z247;Z251;Z255;Z259;Z263;Z345;Z349;Z353;Z357;Z361;Z365;Z447;Z451;Z455;Z459;Z463;Z545;Z549;Z553;Z557;Z561;Z565;Z647;Z651;Z655;Z659;Z663
820;13614;Sanitärcont. Da/He;20 ft. GR-JO;965,00;6055x2435x2817;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.05.2015;  .  .    ;  .  .    ;18.05.2015;/19.05.2015/08:30;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
61;2947;Sanitärcont. Da/He;20 ft. GR-JO;845,00;6055x2435x2590;1015 hellelfenbein;0;;Ginbold-Jodag;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;12.05.2015;  .  .    ;  .  .    ;18.05.2015;/19.05.2015/09:39;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;W;WН;W;WН
819;13613;Sanitärcont. Da/He;20 ft. GR-JO;1295,00;6055x2435x2817;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.05.2015;  .  .    ;  .  .    ;18.05.2015;/19.05.2015/11:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
843;F 011/2008;Fäkalientank 7000 l;GR-JO;155,00;6055x2435x500;8024 beigebraun;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.05.2015;  .  .    ;  .  .    ;18.05.2015;/19.05.2015/11:37;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
321;000013;2 Stahl-Außentreppen;3stufig;50,00;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.05.2015;  .  .    ;  .  .    ;18.05.2015;/19.05.2015/11:37;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
746;488025-2;Kühl-Container 40 ft;ZANOTTI;0,00;12192x2435x2590 mm;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;  .  .    ;/19.05.2015/15:39;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
897;16121;Sanitärcont. Damen;20 ft.GR-JO;845,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;08.05.2015;  .  .    ;  .  .    ;19.05.2015;/20.05.2015/09:53;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
665;8441;Sanitärcont. Damen;20 ft GR-JO;802,50;6055x2435x2590;1015 hellelfenbein;0;;Grinbold-Jodag;;  .  .    ;  .  .    ;;8340,00;75,67;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;20.05.2015;/21.05.2015/11:42;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
713;1125;Sanitärcont. Herren;20 ft GR-JO;802,50;6055x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;20.05.2015;/21.05.2015/11:42;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
596;6044;Sanitärcont. behind;10 ft GR-JO;802,50;3000x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;20.05.2015;/21.05.2015/11:42;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
1065;22579;Sanitärcont. DaHeBeh;GR-JO;1550,00;7230x2435x2820;9018 / 7024;0;;GR-JO;05.14;  .  .    ;  .  .    ;;14900,00;263,82;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;26.05.2015;/27.05.2015/17:29;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
955;251002-7;Kühlcontainer 20 ft.;ZANOTTI;405,00;6055x2435x2590;1013 / 5021;0;;Braun Container;;28.09.2011;  .  .    ;;5000,00;0,00;0,0;0,00;25.03.2013;  .  .    ;  .  .    ;29.05.2015;/29.05.2015/07:38;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
1063;0001KC20;Kühlcontainer 20 ft.;TC/TD/ZANOTTI;1350,00;6055x2435x2600;9010 / 5021;0;;TechnoContainer;04.14;  .  .    ;  .  .    ;;6900,00;0,00;0,0;0,00;20.05.2015;  .  .    ;  .  .    ;27.05.2015;/29.05.2015/09:14;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
803;211310-8;Stahllagercont. 20 ft;;82,50;6055x2435x2590;5010 enzianblau;0;;CDM;;  .  .    ;  .  .    ;;1800,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;27.05.2015;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
805;0000102;Auffahrrampe;für Kühlcont.;67,50;1760x1000 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;  .  .    ;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
858;220810-0;Stahllagercont. 20 ft;;82,50;6055x2435x2590;5010 enzianblau;0;;CDM;;  .  .    ;  .  .    ;;1900,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;26.05.2015;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
861;0000108;Auffahrrampe;für Kühlcont.;67,50;1760x1000 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;  .  .    ;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
580;280033-0;Stahllagercont. 20 ft;;82,50;6055x2435x2590;blau;0;;CDS;;  .  .    ;  .  .    ;;997,02;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;27.05.2015;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
862;0000109;Auffahrrampe;für Kühlcont.;67,50;1760x1000 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;  .  .    ;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
935;210426-1;Stahllagercont. 20 ft;;82,50;6055x2435x2590;5010 enzianblau;0;;CDM;;  .  .    ;  .  .    ;;2200,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;26.05.2015;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
619;0000103;Auffahrrampe;für Kühlcont.;67,50;1760x1000 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;  .  .    ;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
809;207029-8;Stahllagercont. 20 ft;;82,50;6055x2435x2590;hellgrau;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;27.05.2015;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
670;0000105;Auffahrrampe;für Kühlcont.;67,50;1760x1000 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;04.05.2015;  .  .    ;  .  .    ;  .  .    ;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
1080;0000998;SONSTIGES;5 Vorhängeschlösser;62,50;;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/29.05.2015/12:10;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
907;061043077;Kühl-Container 10 ft.;ARKTIK;540,00;2991x2435x2590;1013 / 5021;0;;CTX/ROMA/GOVI;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;07.05.2015;  .  .    ;  .  .    ;18.05.2015;/29.05.2015/13:07;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
336;483;Sanitärcont. Dusch;20 ft. STUGEBA;0,00;6055x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;11.05.2015;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/10:04;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
667;8445;Sanitärcont. Da/He li;20 ft. GR-JO;680,00;6055x2435x2590;1015 hellelfenbein;0;;Grinbold-Jodag;;  .  .    ;  .  .    ;;8340,00;0,00;0,0;0,00;12.05.2015;  .  .    ;  .  .    ;27.05.2015;/01.06.2015/10:09;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
901;16947;Sanitärcont. Da/He;10 ft GR-JO;550,00;2991x2435x2820;9018 / 7024;0;gemietet von GR-JO;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;300,00;12.05.2015;  .  .    ;  .  .    ;27.05.2015;/01.06.2015/10:09;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
310;0000200;Fremdcontainer 20ft;Einlagerung;45,00;6055x2435x2590;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;14.08.2013;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/10:24;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
934;0000210;Einlagerung Material;2xContainerfl.;90,00;6055x2435x2590;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;13.08.2013;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/10:24;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
661;0000104;Auffahrrampe;für Kühlcont.;45,00;1760x1000 mm;;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;10.05.2012;  .  .    ;  .  .    ;31.03.2015;/01.06.2015/10:33;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
938;571799-0;TK-Container 40 ft.;ZANOTTI;810,00;12192x2435x2590;1013 / 5021;0;;WCT;;31.03.2010;  .  .    ;;3295,00;0,00;0,0;0,00;10.05.2012;  .  .    ;  .  .    ;31.03.2015;/01.06.2015/10:33;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
894;16118;Sanitärcont. Herren;20 ft.GR-JO;0,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;15.01.2015;  .  .    ;  .  .    ;30.04.2015;/01.06.2015/10:35;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
898;16120;Sanitärcont. Damen;20 ft. GR-JO;0,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;25.03.2015;  .  .    ;  .  .    ;30.04.2015;/01.06.2015/10:35;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
595;6043;Sanitärcont. behinder;10 ft.GR-JO;800,00;3000x2435x2590;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;07.05.2015;  .  .    ;  .  .    ;18.05.2015;/01.06.2015/10:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
893;16122;Sanitärcont. Herren;20 ft. GR-JO;760,00;6055x2435x2590;1015 hellelfenbein;0;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;07.05.2015;  .  .    ;  .  .    ;18.05.2015;/01.06.2015/10:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
335;598;Sanitärcont. Damen;20 ft. STUGEBA;760,00;6055x2435x2790;1015 hellelfenbein;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;07.05.2015;  .  .    ;  .  .    ;18.05.2015;/01.06.2015/10:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
1022;061378135;Kühl-Container 10 ft.;TD/ARKTIK;550,00;2991x2435x2590;1013 / 5021;0;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;07.05.2015;  .  .    ;  .  .    ;18.05.2015;/01.06.2015/10:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
777;706267;TK-Container 10 ft.;ZANOTTI;550,00;2991x2438x2591;1013 / 5021;0;;Töben;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;20.04.2015;  .  .    ;  .  .    ;07.05.2015;/01.06.2015/10:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
25;AKCS 191;Stahllagercont. 20 ft;;55,00;6055x2435x2590;rotbraun;0;;;;  .  .    ;  .  .    ;;2300,81;0,00;0,0;0,00;02.06.2015;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/16:32;WН;WН;WН;WН;WН;S;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;S;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
804;215464-2;Stahllagercont. 20 ft;;0,00;6055x2435x2590;5010 enzianblau;0;;CDM;;  .  .    ;  .  .    ;;1800,00;0,00;0,0;0,00;24.04.2015;  .  .    ;  .  .    ;01.06.2015;/02.06.2015/09:09;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
855;14752/14753;Bürodoppelcontainer;GR-JO;248,50;6055x4870x2817;1015 hellelfenbein;8;;GR-JO;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;05.03.2014;  .  .    ;  .  .    ;  .  .    ;/14.07.2014/15:32;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
414;96/594;Sanitärcont. He/Beh.;Trimo;0,00;6055x2435x2590;;15;;TRIMEX;04.97;  .  .    ;  .  .    ;;5112,92;0,00;0,0;0,00;02.04.2009;  .  .    ;  .  .    ;  .  .    ;/13.05.2015/14:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
543;203013-1;Kühlcont. 20 ft. KT;ZANOTTI;0,00;6055x2435x2400;RAL 1013 / 5021;15;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.04.2009;  .  .    ;  .  .    ;  .  .    ;/13.05.2015/14:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
983;333365-6;Stahllagercont. 20 ft;;70,00;6055x2435x2590;grün;19;;CDM;;  .  .    ;  .  .    ;;1475,00;0,00;0,0;0,00;12.12.2014;  .  .    ;  .  .    ;  .  .    ;/15.12.2014/07:51;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
888;333086-8;Stahllagercont. 20 ft;;55,00;6055x2435x2590;grün;24;;CDM;;  .  .    ;  .  .    ;;950,00;0,00;0,0;0,00;25.01.2012;  .  .    ;  .  .    ;  .  .    ;/18.01.2013/14:55;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
890;329338-4;Stahllagercont. 20 ft;;55,00;6055x2435x2590;grün;24;;CDM;;  .  .    ;  .  .    ;;950,00;0,00;0,0;0,00;25.01.2012;  .  .    ;  .  .    ;  .  .    ;/18.01.2013/14:55;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
979;314962-1;Stahllagercont. 20 ft;;55,00;6055x2435x2590;;24;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;25.05.2012;  .  .    ;  .  .    ;  .  .    ;/18.01.2013/14:55;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
981;337050-0;Stahllagercont. 20 ft;;55,00;6055x2435x2590;grün;24;;CDM;;  .  .    ;  .  .    ;;1475,00;0,00;0,0;0,00;17.01.2013;  .  .    ;  .  .    ;  .  .    ;/18.01.2013/14:55;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
984;347381-1;Stahllagercont. 20 ft;;55,00;6055x2435x2590;grün;24;;CDM;;  .  .    ;  .  .    ;;1475,00;0,00;0,0;0,00;17.01.2013;  .  .    ;  .  .    ;  .  .    ;/18.01.2013/14:55;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
456;2545;Sanitärcont. Dusch;20 ft. STUGEBA;470,00;6055x2435x2800;1015 hellelfenbein;35;;STUGEBA;;  .  .    ;  .  .    ;;2600,00;0,00;0,0;0,00;12.05.2015;  .  .    ;  .  .    ;  .  .    ;/13.05.2015/16:33;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
71;500078-2;Stahllagercont. 20 ft;;112,00;6055x2435x2590;;36;;CDM;  .;10.01.2000;  .  .    ;;0,00;0,00;0,0;0,00;  .  .    ;  .  .    ;  .  .    ;  .  .    ;/16.01.2015/08:36;WН;WН;WН;WН;WН;S;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WÄ;WН;WÄ;WН
634;394439-4;Stahllagercont. 20 ft;;112,00;6055x2435x2590;rotbraun;36;;MAGELLAN;;  .  .    ;  .  .    ;;675,00;0,00;0,0;0,00;06.05.2004;  .  .    ;  .  .    ;  .  .    ;/16.01.2015/08:36;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
501;J10029;Bürocontainer 16 ft.;GR-JO;136,00;4880x2435x2817;9018 / 7024;37;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;24.02.2009;  .  .    ;  .  .    ;  .  .    ;/02.12.2013/07:53;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
520;J10030;Bürocontainer 16 ft.;GR-JO;136,00;4880x2435x2817;9018 / 7024;37;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;06.10.2008;  .  .    ;  .  .    ;  .  .    ;/02.12.2013/07:54;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
879;060832039;Stahllagercont. 10 ft;CTX;85,00;2991x2435x2590;1013;48;;Containex;;  .  .    ;  .  .    ;;1500,00;0,00;0,0;0,00;30.03.2015;  .  .    ;  .  .    ;  .  .    ;/01.04.2015/13:56;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
980;530768-0;Isoliercontainer 20ft;;0,00;6055x2435x2590;weiß;56;;WCT;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;02.06.2015;  .  .    ;  .  .    ;  .  .    ;/01.06.2015/16:31;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
617;0000409;Bürocontaineranlage;16 Stück GR-JO;49000,00;6055x18235;9018/7024;64;;;;  .  .    ;  .  .    ;;0,00;0,00;0,0;0,00;09.04.2010;  .  .    ;  .  .    ;  .  .    ;/21.04.2010/08:22;WН;WН;WН;WН;WН;Sє;Sъ;Sъ;Sъ;Sъ;Sє;Wъ;Wъ;Wъ;Wъ;Wъ;Sє;Sъ;Sъ;Sъ;Sъ;Sє;WН;WН;WН;WН;WН
